Ee (keV), d\omega/dEe
473,1.07760818855693e-31
473.1,1.07890829680865e-31
473.2,1.0802110596371e-31
473.3,1.08151648324084e-31
473.4,1.08282457383581e-31
473.5,1.08413533765542e-31
473.6,1.08544878095055e-31
473.7,1.08676490998967e-31
473.8,1.08808373105885e-31
473.9,1.08940525046185e-31
474,1.09072947452018e-31
474.1,1.0920564095731e-31
474.2,1.09338606197779e-31
474.3,1.09471843810928e-31
474.4,1.09605354436063e-31
474.5,1.09739138714289e-31
474.6,1.09873197288523e-31
474.7,1.10007530803496e-31
474.8,1.10142139905762e-31
474.9,1.102770252437e-31
475,1.10412187467524e-31
475.1,1.10547627229289e-31
475.2,1.10683345182894e-31
475.3,1.1081934198409e-31
475.4,1.10955618290487e-31
475.5,1.11092174761559e-31
475.6,1.11229012058651e-31
475.7,1.11366130844984e-31
475.8,1.11503531785663e-31
475.9,1.11641215547682e-31
476,1.11779182799931e-31
476.1,1.11917434213203e-31
476.2,1.12055970460197e-31
476.3,1.1219479221553e-31
476.4,1.12333900155737e-31
476.5,1.12473294959285e-31
476.6,1.12612977306572e-31
476.7,1.12752947879937e-31
476.8,1.12893207363668e-31
476.9,1.13033756444005e-31
477,1.1317459580915e-31
477.1,1.13315726149272e-31
477.2,1.13457148156512e-31
477.3,1.13598862524993e-31
477.4,1.13740869950824e-31
477.5,1.13883171132109e-31
477.6,1.14025766768951e-31
477.7,1.14168657563461e-31
477.8,1.14311844219765e-31
477.9,1.14455327444007e-31
478,1.14599107944361e-31
478.1,1.14743186431035e-31
478.2,1.14887563616279e-31
478.3,1.1503224021439e-31
478.4,1.15177216941721e-31
478.5,1.15322494516687e-31
478.6,1.15468073659774e-31
478.7,1.15613955093541e-31
478.8,1.15760139542633e-31
478.9,1.15906627733785e-31
479,1.1605342039583e-31
479.1,1.16200518259703e-31
479.2,1.16347922058454e-31
479.3,1.16495632527251e-31
479.4,1.16643650403388e-31
479.5,1.16791976426292e-31
479.6,1.16940611337533e-31
479.7,1.17089555880828e-31
479.8,1.17238810802047e-31
479.9,1.17388376849228e-31
480,1.17538254772574e-31
480.1,1.17688445324469e-31
480.2,1.17838949259482e-31
480.3,1.17989767334373e-31
480.4,1.18140900308103e-31
480.5,1.18292348941842e-31
480.6,1.18444113998972e-31
480.7,1.18596196245101e-31
480.8,1.18748596448067e-31
480.9,1.18901315377945e-31
481,1.19054353807057e-31
481.1,1.19207712509977e-31
481.2,1.19361392263543e-31
481.3,1.19515393846859e-31
481.4,1.19669718041309e-31
481.5,1.19824365630561e-31
481.6,1.19979337400574e-31
481.7,1.20134634139609e-31
481.8,1.20290256638236e-31
481.9,1.20446205689341e-31
482,1.20602482088135e-31
482.1,1.20759086632161e-31
482.2,1.20916020121302e-31
482.3,1.21073283357792e-31
482.4,1.2123087714622e-31
482.5,1.21388802293541e-31
482.6,1.21547059609084e-31
482.7,1.21705649904558e-31
482.8,1.21864573994062e-31
482.9,1.22023832694094e-31
483,1.22183426823558e-31
483.1,1.22343357203774e-31
483.2,1.22503624658484e-31
483.3,1.2266423001386e-31
483.4,1.22825174098519e-31
483.5,1.22986457743521e-31
483.6,1.23148081782388e-31
483.7,1.23310047051105e-31
483.8,1.23472354388131e-31
483.9,1.23635004634411e-31
484,1.2379799863338e-31
484.1,1.23961337230971e-31
484.2,1.2412502127563e-31
484.3,1.2428905161832e-31
484.4,1.24453429112529e-31
484.5,1.24618154614283e-31
484.6,1.24783228982151e-31
484.7,1.24948653077255e-31
484.8,1.25114427763282e-31
484.9,1.25280553906487e-31
485,1.25447032375708e-31
485.1,1.25613864042373e-31
485.2,1.25781049780505e-31
485.3,1.2594859046674e-31
485.4,1.26116486980326e-31
485.5,1.2628474020314e-31
485.6,1.26453351019695e-31
485.7,1.26622320317146e-31
485.8,1.26791648985305e-31
485.9,1.26961337916646e-31
486,1.27131388006317e-31
486.1,1.27301800152146e-31
486.2,1.27472575254655e-31
486.3,1.27643714217068e-31
486.4,1.27815217945317e-31
486.5,1.27987087348057e-31
486.6,1.28159323336673e-31
486.7,1.28331926825288e-31
486.8,1.28504898730777e-31
486.9,1.28678239972773e-31
487,1.28851951473679e-31
487.1,1.29026034158676e-31
487.2,1.29200488955735e-31
487.3,1.29375316795625e-31
487.4,1.29550518611923e-31
487.5,1.29726095341028e-31
487.6,1.29902047922164e-31
487.7,1.30078377297397e-31
487.8,1.3025508441164e-31
487.9,1.30432170212667e-31
488,1.3060963565112e-31
488.1,1.30787481680522e-31
488.2,1.30965709257284e-31
488.3,1.3114431934072e-31
488.4,1.31323312893054e-31
488.5,1.3150269087943e-31
488.6,1.31682454267925e-31
488.7,1.31862604029558e-31
488.8,1.320431411383e-31
488.9,1.32224066571085e-31
489,1.32405381307824e-31
489.1,1.32587086331409e-31
489.2,1.3276918262773e-31
489.3,1.32951671185683e-31
489.4,1.33134552997178e-31
489.5,1.33317829057158e-31
489.6,1.33501500363601e-31
489.7,1.33685567917536e-31
489.8,1.33870032723053e-31
489.9,1.34054895787314e-31
490,1.34240158120565e-31
490.1,1.34425820736142e-31
490.2,1.34611884650492e-31
490.3,1.34798350883174e-31
490.4,1.34985220456878e-31
490.5,1.35172494397432e-31
490.6,1.35360173733813e-31
490.7,1.35548259498163e-31
490.8,1.35736752725795e-31
490.9,1.35925654455209e-31
491,1.36114965728101e-31
491.1,1.36304687589373e-31
491.2,1.3649482108715e-31
491.3,1.36685367272788e-31
491.4,1.36876327200885e-31
491.5,1.37067701929295e-31
491.6,1.37259492519139e-31
491.7,1.37451700034817e-31
491.8,1.37644325544022e-31
491.9,1.37837370117745e-31
492,1.38030834830298e-31
492.1,1.38224720759316e-31
492.2,1.38419028985775e-31
492.3,1.38613760594002e-31
492.4,1.38808916671689e-31
492.5,1.39004498309904e-31
492.6,1.39200506603102e-31
492.7,1.3939694264914e-31
492.8,1.39593807549289e-31
492.9,1.39791102408247e-31
493,1.39988828334147e-31
493.1,1.40186986438578e-31
493.2,1.4038557783659e-31
493.3,1.4058460364671e-31
493.4,1.40784064990955e-31
493.5,1.40983962994846e-31
493.6,1.41184298787416e-31
493.7,1.4138507350123e-31
493.8,1.41586288272392e-31
493.9,1.4178794424056e-31
494,1.41990042548963e-31
494.1,1.42192584344408e-31
494.2,1.42395570777295e-31
494.3,1.42599003001634e-31
494.4,1.42802882175056e-31
494.5,1.43007209458823e-31
494.6,1.43211986017848e-31
494.7,1.43417213020703e-31
494.8,1.43622891639636e-31
494.9,1.43829023050583e-31
495,1.44035608433182e-31
495.1,1.44242648970788e-31
495.2,1.44450145850485e-31
495.3,1.446581002631e-31
495.4,1.44866513403219e-31
495.5,1.45075386469199e-31
495.6,1.45284720663182e-31
495.7,1.45494517191112e-31
495.8,1.45704777262745e-31
495.9,1.45915502091666e-31
496,1.46126692895303e-31
496.1,1.46338350894941e-31
496.2,1.46550477315737e-31
496.3,1.46763073386731e-31
496.4,1.46976140340869e-31
496.5,1.47189679415006e-31
496.6,1.47403691849933e-31
496.7,1.4761817889038e-31
496.8,1.47833141785041e-31
496.9,1.48048581786583e-31
497,1.4826450015166e-31
497.1,1.48480898140933e-31
497.2,1.48697777019083e-31
497.3,1.48915138054823e-31
497.4,1.49132982520917e-31
497.5,1.49351311694195e-31
497.6,1.49570126855567e-31
497.7,1.49789429290039e-31
497.8,1.50009220286726e-31
497.9,1.50229501138874e-31
498,1.50450273143869e-31
498.1,1.50671537603255e-31
498.2,1.50893295822751e-31
498.3,1.51115549112266e-31
498.4,1.51338298785913e-31
498.5,1.5156154616203e-31
498.6,1.51785292563189e-31
498.7,1.52009539316218e-31
498.8,1.52234287752215e-31
498.9,1.52459539206563e-31
499,1.52685295018949e-31
499.1,1.52911556533378e-31
499.2,1.5313832509819e-31
499.3,1.5336560206608e-31
499.4,1.53593388794108e-31
499.5,1.53821686643721e-31
499.6,1.54050496980768e-31
499.7,1.54279821175516e-31
499.8,1.54509660602668e-31
499.9,1.54740016641382e-31
500,1.54970890675283e-31
